# kB/2 |X2|/A |X3|/A |X4|/(kA)"Phs(X2) Phs(X3) Phs(X4)
# kB/2 |F2|/A |F3|/A |F4|/(kA)"Phs(F2) Phs(F3) Phs(F4)
   1.000000E-02   2.938619E+00   1.382020E+01   6.110860E+00  -8.942027E+01  -6.629112E+00   9.076910E+01
   2.668896E-02   2.881574E+00   1.537691E+01   6.357563E+00  -8.958889E+01  -1.949802E+01   9.062814E+01
   4.337793E-02   2.825102E+00   1.561195E+01   6.640911E+00  -8.939617E+01  -3.258171E+01   9.090768E+01
   6.006689E-02   2.769953E+00   1.482967E+01   6.968669E+00  -8.907455E+01  -4.394915E+01   9.132240E+01
   7.675585E-02   2.716724E+00   1.358169E+01   7.351482E+00  -8.865856E+01  -5.283474E+01   9.183151E+01
   9.344482E-02   2.665873E+00   1.227189E+01   7.803296E+00  -8.816203E+01  -5.941419E+01   9.241963E+01
   1.101338E-01   2.617776E+00   1.107986E+01   8.342751E+00  -8.759385E+01  -6.418676E+01   9.307723E+01
   1.268227E-01   2.572770E+00   1.005316E+01   8.995410E+00  -8.696119E+01  -6.763231E+01   9.379650E+01
   1.435117E-01   2.531194E+00   9.185454E+00   9.797406E+00  -8.627055E+01  -7.011977E+01   9.457020E+01
   1.602007E-01   2.493442E+00   8.454361E+00   1.080165E+01  -8.552799E+01  -7.191283E+01   9.539126E+01
   1.768896E-01   2.460031E+00   7.835927E+00   1.208898E+01  -8.473928E+01  -7.319636E+01   9.625275E+01
   1.935786E-01   2.431741E+00   7.309180E+00   1.378954E+01  -8.390966E+01  -7.410028E+01   9.714811E+01
   2.102676E-01   2.409887E+00   6.856984E+00   1.612739E+01  -8.304349E+01  -7.471698E+01   9.807163E+01
   2.269565E-01   2.396944E+00   6.465697E+00   1.952411E+01  -8.214321E+01  -7.511315E+01   9.901970E+01
   2.436455E-01   2.398235E+00   6.124541E+00   2.487850E+01  -8.120668E+01  -7.533771E+01   9.999388E+01
   2.603344E-01   2.427613E+00   5.824996E+00   3.450925E+01  -8.021825E+01  -7.542711E+01   1.010112E+02
   2.770234E-01   2.535372E+00   5.560290E+00   5.679082E+01  -7.910443E+01  -7.540888E+01   1.021540E+02
   2.937124E-01   3.150818E+00   5.325008E+00   1.631072E+02  -7.717072E+01  -7.530412E+01   1.041820E+02
   3.104013E-01   1.033982E+00   5.114780E+00   1.843727E+02  -7.907722E+01  -7.512916E+01  -7.868915E+01
   3.270903E-01   1.770896E+00   4.926056E+00   5.881814E+01  -7.740929E+01  -7.489681E+01  -7.650857E+01
   3.437793E-01   1.895262E+00   4.755928E+00   3.499164E+01  -7.632308E+01  -7.461718E+01  -7.545626E+01
   3.604682E-01   1.937981E+00   4.601996E+00   2.492358E+01  -7.536062E+01  -7.429834E+01  -7.459125E+01
   3.771572E-01   1.954581E+00   4.462262E+00   1.937608E+01  -7.445036E+01  -7.394675E+01  -7.381760E+01
   3.938462E-01   1.959837E+00   4.335057E+00   1.586762E+01  -7.357252E+01  -7.356762E+01  -7.311082E+01
   4.105351E-01   1.959280E+00   4.218975E+00   1.345106E+01  -7.271898E+01  -7.316518E+01  -7.246170E+01
   4.272241E-01   1.955392E+00   4.112824E+00   1.168647E+01  -7.188489E+01  -7.274283E+01  -7.186514E+01
   4.439130E-01   1.949421E+00   4.015591E+00   1.034175E+01  -7.106611E+01  -7.230336E+01  -7.131676E+01
   4.606020E-01   1.942049E+00   3.926409E+00   9.282916E+00  -7.025837E+01  -7.184898E+01  -7.081171E+01
   4.772910E-01   1.933682E+00   3.844535E+00   8.427310E+00  -6.945682E+01  -7.138151E+01  -7.034405E+01
   4.939799E-01   1.924594E+00   3.769329E+00   7.721293E+00  -6.865605E+01  -7.090236E+01  -6.990658E+01
   5.106689E-01   1.915011E+00   3.700237E+00   7.128684E+00  -6.785011E+01  -7.041264E+01  -6.949094E+01
   5.273579E-01   1.905154E+00   3.636782E+00   6.624364E+00  -6.703290E+01  -6.991319E+01  -6.908792E+01
   5.440468E-01   1.895275E+00   3.578548E+00   6.190527E+00  -6.619864E+01  -6.940461E+01  -6.868822E+01
   5.607358E-01   1.885669E+00   3.525178E+00   5.814373E+00  -6.534257E+01  -6.888729E+01  -6.828341E+01
   5.774247E-01   1.876684E+00   3.476359E+00   5.486616E+00  -6.446185E+01  -6.836140E+01  -6.786744E+01
