# nFreq 
# kB/2 
# AddedMass(3, 3) 
# Damping(3, 3) 
  300
   1.000000E-02
   1.579346E+00  -7.871973E-04  -2.006441E-02
   9.919619E-01   2.062342E+01  -2.840036E-03
  -1.905110E-02   2.253773E-06   7.667877E-04
  -2.108829E-03  -4.568998E-04   1.694736E-05
   2.303717E-02   1.676748E+01  -6.595392E-05
  -3.592888E-06   1.308120E-06  -1.199413E-06
   2.668896E-02
   1.587393E+00  -6.583797E-04  -2.021556E-02
   3.849247E-01   1.485131E+01  -1.102066E-03
  -1.913348E-02   1.884964E-06   7.671966E-04
  -5.857014E-03  -3.167393E-04   4.843449E-05
   2.267951E-02   1.715373E+01  -6.492681E-05
  -1.416615E-06   9.068354E-07  -3.301541E-06
   4.337793E-02
   1.596282E+00  -6.331279E-04  -2.037412E-02
   2.430042E-01   1.160379E+01  -6.957419E-04
  -1.920484E-02   1.812667E-06   7.680493E-04
  -9.960521E-03  -2.362542E-04   8.535668E-05
   2.240458E-02   1.723780E+01  -6.413711E-05
   1.451151E-05   6.764038E-07  -5.530763E-06
   6.006689E-02
   1.605800E+00  -6.320548E-04  -2.053897E-02
   1.791098E-01   9.211593E+00  -5.128088E-04
  -1.926853E-02   1.809595E-06   7.691811E-04
  -1.453457E-02  -1.793645E-04   1.293834E-04
   2.218000E-02   1.714828E+01  -6.349189E-05
   4.754876E-05   5.135268E-07  -7.907592E-06
   7.675585E-02
   1.615936E+00  -6.387248E-04  -2.071082E-02
   1.425318E-01   7.279378E+00  -4.080837E-04
  -1.932775E-02   1.828691E-06   7.705417E-04
  -1.968350E-02  -1.320191E-04   1.819844E-04
   2.199127E-02   1.694068E+01  -6.294952E-05
   1.005275E-04   3.779753E-07  -1.045704E-05
   9.344482E-02
   1.626765E+00  -6.481294E-04  -2.089116E-02
   1.187163E-01   5.647713E+00  -3.398976E-04
  -1.938594E-02   1.855617E-06   7.721199E-04
  -2.548985E-02  -8.670951E-05   2.443371E-04
   2.182966E-02   1.664686E+01  -6.248494E-05
   1.757860E-04   2.482523E-07  -1.320352E-05
   1.101338E-01
   1.638405E+00  -6.588019E-04  -2.108198E-02
   1.019038E-01   4.235111E+00  -2.917614E-04
  -1.944677E-02   1.886172E-06   7.739252E-04
