   1.000000E-02   9.339290E-02   2.467812E+01   1.107806E-03   9.061764E+01  -1.241046E+00  -8.986916E+01
   2.668896E-02   2.448629E-01   2.501338E+01   2.915991E-03   9.051601E+01  -3.151815E+00  -8.984128E+01
   4.337793E-02   3.909541E-01   2.515486E+01   4.668281E-03   9.078138E+01  -4.931504E+00  -8.961730E+01
   6.006689E-02   5.318921E-01   2.518888E+01   6.362651E-03   9.118321E+01  -6.617577E+00  -8.925137E+01
   7.675585E-02   6.680118E-01   2.515033E+01   7.999885E-03   9.168859E+01  -8.232038E+00  -8.875105E+01
   9.344482E-02   7.997325E-01   2.505814E+01   9.582934E-03   9.228487E+01  -9.789651E+00  -8.811993E+01
   1.101338E-01   9.275397E-01   2.492405E+01   1.111655E-02   9.296374E+01  -1.130102E+01  -8.736152E+01
   1.268227E-01   1.051971E+00   2.475601E+01   1.260703E-02   9.371796E+01  -1.277408E+01  -8.648023E+01
   1.435117E-01   1.173602E+00   2.455969E+01   1.406202E-02   9.454031E+01  -1.421497E+01  -8.548165E+01
   1.602007E-01   1.293039E+00   2.433935E+01   1.549033E-02   9.542323E+01  -1.562851E+01  -8.437288E+01
   1.768896E-01   1.410904E+00   2.409827E+01   1.690176E-02   9.635866E+01  -1.701854E+01  -8.316259E+01
   1.935786E-01   1.527826E+00   2.383904E+01   1.830691E-02   9.733809E+01  -1.838817E+01  -8.186114E+01
   2.102676E-01   1.644430E+00   2.356380E+01   1.971699E-02   9.835255E+01  -1.973994E+01  -8.048050E+01
   2.269565E-01   1.761329E+00   2.327431E+01   2.114358E-02   9.939277E+01  -2.107591E+01  -7.903416E+01
   2.436455E-01   1.879113E+00   2.297209E+01   2.259849E-02   1.004493E+02  -2.239778E+01  -7.753692E+01
   2.603344E-01   1.998341E+00   2.265843E+01   2.409342E-02   1.015126E+02  -2.370695E+01  -7.600453E+01
   2.770234E-01   2.119530E+00   2.233449E+01   2.563984E-02   1.025734E+02  -2.500455E+01  -7.445338E+01
   2.937124E-01   2.243151E+00   2.200127E+01   2.724871E-02   1.036227E+02  -2.629152E+01  -7.290000E+01
   3.104013E-01   2.369619E+00   2.165971E+01   2.893030E-02   1.046519E+02  -2.756862E+01  -7.136063E+01
